date_started,date_ended,disaster_type,incident_type,incident_title,days_lasted,county,state,state_abbr,division_name,region_name,fip_code
2004-09-13,2004-09-20,DR,Hurricane,Hurricane Ivan,7.0,Amite County,Mississippi,MS,East South Central,South,MS-005
2005-08-29,2005-10-14,DR,Hurricane,Hurricane Katrina,46.0,Amite County,Mississippi,MS,East South Central,South,MS-005
2008-08-28,2008-09-08,DR,Hurricane,Hurricane Gustav,11.0,Amite County,Mississippi,MS,East South Central,South,MS-005
2008-08-28,2008-09-08,EM,Hurricane,Hurricane Gustav,11.0,Amite County,Mississippi,MS,East South Central,South,MS-005
2012-08-26,2012-09-11,EM,Hurricane,Tropical Storm Isaac,16.0,Amite County,Mississippi,MS,East South Central,South,MS-005
2012-08-26,2012-09-11,DR,Hurricane,Hurricane Isaac,16.0,Amite County,Mississippi,MS,East South Central,South,MS-005
1965-09-25,1965-09-25,DR,Hurricane,Hurricane Betsy,0.0,Claiborne County,Mississippi,MS,East South Central,South,MS-021
1978-04-24,1978-04-24,EM,Tornado,Tornadoes,0.0,Claiborne County,Mississippi,MS,East South Central,South,MS-021
2004-09-13,2004-09-20,DR,Hurricane,Hurricane Ivan,7.0,Claiborne County,Mississippi,MS,East South Central,South,MS-021
2005-08-29,2005-10-14,DR,Hurricane,Hurricane Katrina,46.0,Claiborne County,Mississippi,MS,East South Central,South,MS-021
2008-08-28,2008-09-08,DR,Hurricane,Hurricane Gustav,11.0,Claiborne County,Mississippi,MS,East South Central,South,MS-021
2008-08-28,2008-09-08,EM,Hurricane,Hurricane Gustav,11.0,Claiborne County,Mississippi,MS,East South Central,South,MS-021
2012-08-26,2012-09-11,DR,Hurricane,Hurricane Isaac,16.0,Claiborne County,Mississippi,MS,East South Central,South,MS-021
1965-09-25,1965-09-25,DR,Hurricane,Hurricane Betsy,0.0,Franklin County,Mississippi,MS,East South Central,South,MS-037
2004-09-13,2004-09-20,DR,Hurricane,Hurricane Ivan,7.0,Franklin County,Mississippi,MS,East South Central,South,MS-037
2005-08-29,2005-10-14,DR,Hurricane,Hurricane Katrina,46.0,Franklin County,Mississippi,MS,East South Central,South,MS-037
2008-08-28,2008-09-08,DR,Hurricane,Hurricane Gustav,11.0,Franklin County,Mississippi,MS,East South Central,South,MS-037
2008-08-28,2008-09-08,EM,Hurricane,Hurricane Gustav,11.0,Franklin County,Mississippi,MS,East South Central,South,MS-037
2012-08-26,2012-09-11,DR,Hurricane,Hurricane Isaac,16.0,Franklin County,Mississippi,MS,East South Central,South,MS-037
1965-09-25,1965-09-25,DR,Hurricane,Hurricane Betsy,0.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
1969-08-18,1969-08-18,DR,Hurricane,Hurricane Camille,0.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
1979-09-13,1979-09-13,DR,Hurricane,Hurricane Frederic,0.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
1985-08-29,1985-09-04,DR,Hurricane,Hurricane Elena,6.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
1998-09-25,1998-10-05,DR,Hurricane,Hurricane Georges,10.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
1998-09-28,1998-10-05,EM,Hurricane,Hurricane Georges,7.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
2002-09-23,2002-10-06,DR,Hurricane,Tropical Storm Isidore,13.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
2004-09-13,2004-09-20,DR,Hurricane,Hurricane Ivan,7.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
2005-07-10,2005-07-15,DR,Hurricane,Hurricane Dennis,5.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
2005-08-27,2005-10-14,EM,Hurricane,Hurricane Katrina,48.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
2005-08-29,2005-10-14,DR,Hurricane,Hurricane Katrina,46.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
2008-08-28,2008-09-08,DR,Hurricane,Hurricane Gustav,11.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
2008-08-28,2008-09-08,EM,Hurricane,Hurricane Gustav,11.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
2012-08-26,2012-09-11,DR,Hurricane,Hurricane Isaac,16.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
2012-08-26,2012-09-11,EM,Hurricane,Tropical Storm Isaac,16.0,Jackson County,Mississippi,MS,East South Central,South,MS-059
1965-09-25,1965-09-25,DR,Hurricane,Hurricane Betsy,0.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
1969-08-18,1969-08-18,DR,Hurricane,Hurricane Camille,0.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
1979-09-13,1979-09-13,DR,Hurricane,Hurricane Frederic,0.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
1985-08-29,1985-09-04,DR,Hurricane,Hurricane Elena,6.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
1998-09-25,1998-10-05,DR,Hurricane,Hurricane Georges,10.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
1998-09-28,1998-10-05,EM,Hurricane,Hurricane Georges,7.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
2002-09-23,2002-10-06,DR,Hurricane,Tropical Storm Isidore,13.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
2004-09-13,2004-09-20,DR,Hurricane,Hurricane Ivan,7.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
2005-07-10,2005-07-15,DR,Hurricane,Hurricane Dennis,5.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
2005-08-27,2005-10-14,EM,Hurricane,Hurricane Katrina,48.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
2005-08-29,2005-10-14,DR,Hurricane,Hurricane Katrina,46.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
2008-08-28,2008-09-08,DR,Hurricane,Hurricane Gustav,11.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
2008-08-28,2008-09-08,EM,Hurricane,Hurricane Gustav,11.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
2012-08-26,2012-09-11,EM,Hurricane,Tropical Storm Isaac,16.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
2012-08-26,2012-09-11,DR,Hurricane,Hurricane Isaac,16.0,Harrison County,Mississippi,MS,East South Central,South,MS-047
1965-09-25,1965-09-25,DR,Hurricane,Hurricane Betsy,0.0,Lincoln County,Mississippi,MS,East South Central,South,MS-085
1969-08-18,1969-08-18,DR,Hurricane,Hurricane Camille,0.0,Lincoln County,Mississippi,MS,East South Central,South,MS-085
1975-01-18,1975-01-18,EM,Tornado,Tornadoes,0.0,Lincoln County,Mississippi,MS,East South Central,South,MS-085
1975-01-30,1975-01-30,DR,Tornado,Tornadoes,0.0,Lincoln County,Mississippi,MS,East South Central,South,MS-085
1992-11-21,1992-11-22,DR,Tornado,"Severe Storms, High Winds & Tornadoes",1.0,Lincoln County,Mississippi,MS,East South Central,South,MS-085
2002-09-23,2002-10-06,DR,Hurricane,Tropical Storm Isidore,13.0,Lincoln County,Mississippi,MS,East South Central,South,MS-085
2004-09-13,2004-09-20,DR,Hurricane,Hurricane Ivan,7.0,Lincoln County,Mississippi,MS,East South Central,South,MS-085
2005-08-29,2005-10-14,DR,Hurricane,Hurricane Katrina,46.0,Lincoln County,Mississippi,MS,East South Central,South,MS-085
2008-08-28,2008-09-08,DR,Hurricane,Hurricane Gustav,11.0,Lincoln County,Mississippi,MS,East South Central,South,MS-085
2008-08-28,2008-09-08,EM,Hurricane,Hurricane Gustav,11.0,Lincoln County,Mississippi,MS,East South Central,South,MS-085
2012-08-26,2012-09-11,DR,Hurricane,Hurricane Isaac,16.0,Lincoln County,Mississippi,MS,East South Central,South,MS-085
2012-08-26,2012-09-11,EM,Hurricane,Tropical Storm Isaac,16.0,Lincoln County,Mississippi,MS,East South Central,South,MS-085
1965-09-25,1965-09-25,DR,Hurricane,Hurricane Betsy,0.0,Jefferson County,Mississippi,MS,East South Central,South,MS-063
2004-09-13,2004-09-20,DR,Hurricane,Hurricane Ivan,7.0,Jefferson County,Mississippi,MS,East South Central,South,MS-063
2005-08-29,2005-10-14,DR,Hurricane,Hurricane Katrina,46.0,Jefferson County,Mississippi,MS,East South Central,South,MS-063
2008-08-28,2008-09-08,DR,Hurricane,Hurricane Gustav,11.0,Jefferson County,Mississippi,MS,East South Central,South,MS-063
2008-08-28,2008-09-08,EM,Hurricane,Hurricane Gustav,11.0,Jefferson County,Mississippi,MS,East South Central,South,MS-063
2012-08-26,2012-09-11,DR,Hurricane,Hurricane Isaac,16.0,Jefferson County,Mississippi,MS,East South Central,South,MS-063
1965-09-25,1965-09-25,DR,Hurricane,Hurricane Betsy,0.0,Pike County,Mississippi,MS,East South Central,South,MS-113
1969-08-18,1969-08-18,DR,Hurricane,Hurricane Camille,0.0,Pike County,Mississippi,MS,East South Central,South,MS-113
1975-01-18,1975-01-18,EM,Tornado,Tornadoes,0.0,Pike County,Mississippi,MS,East South Central,South,MS-113
1975-01-30,1975-01-30,DR,Tornado,Tornadoes,0.0,Pike County,Mississippi,MS,East South Central,South,MS-113
1998-09-25,1998-10-05,DR,Hurricane,Hurricane Georges,10.0,Pike County,Mississippi,MS,East South Central,South,MS-113
1998-09-28,1998-10-05,EM,Hurricane,Hurricane Georges,7.0,Pike County,Mississippi,MS,East South Central,South,MS-113
2002-09-23,2002-10-06,DR,Hurricane,Tropical Storm Isidore,13.0,Pike County,Mississippi,MS,East South Central,South,MS-113
2004-09-13,2004-09-20,DR,Hurricane,Hurricane Ivan,7.0,Pike County,Mississippi,MS,East South Central,South,MS-113
2005-08-29,2005-10-14,DR,Hurricane,Hurricane Katrina,46.0,Pike County,Mississippi,MS,East South Central,South,MS-113
2008-08-28,2008-09-08,DR,Hurricane,Hurricane Gustav,11.0,Pike County,Mississippi,MS,East South Central,South,MS-113
2008-08-28,2008-09-08,EM,Hurricane,Hurricane Gustav,11.0,Pike County,Mississippi,MS,East South Central,South,MS-113
2012-08-26,2012-09-11,EM,Hurricane,Tropical Storm Isaac,16.0,Pike County,Mississippi,MS,East South Central,South,MS-113
2012-08-26,2012-09-11,DR,Hurricane,Hurricane Isaac,16.0,Pike County,Mississippi,MS,East South Central,South,MS-113
1965-09-25,1965-09-25,DR,Hurricane,Hurricane Betsy,0.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
1969-08-18,1969-08-18,DR,Hurricane,Hurricane Camille,0.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
1978-04-24,1978-04-24,EM,Tornado,Tornadoes,0.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
1979-09-13,1979-09-13,DR,Hurricane,Hurricane Frederic,0.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
1985-08-29,1985-09-04,DR,Hurricane,Hurricane Elena,6.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
1998-09-25,1998-10-05,DR,Hurricane,Hurricane Georges,10.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
1998-09-28,1998-10-05,EM,Hurricane,Hurricane Georges,7.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
2002-09-23,2002-10-06,DR,Hurricane,Tropical Storm Isidore,13.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
2004-09-13,2004-09-20,DR,Hurricane,Hurricane Ivan,7.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
2005-07-10,2005-07-15,DR,Hurricane,Hurricane Dennis,5.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
2005-08-27,2005-10-14,EM,Hurricane,Hurricane Katrina,48.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
2005-08-29,2005-10-14,DR,Hurricane,Hurricane Katrina,46.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
2008-08-28,2008-09-08,DR,Hurricane,Hurricane Gustav,11.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
2008-08-28,2008-09-08,EM,Hurricane,Hurricane Gustav,11.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
2012-08-26,2012-09-11,EM,Hurricane,Tropical Storm Isaac,16.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
2012-08-26,2012-09-11,DR,Hurricane,Hurricane Isaac,16.0,Pearl River County,Mississippi,MS,East South Central,South,MS-109
1966-06-10,1966-06-10,DR,Tornado,Tornadoes & Severe Storms,0.0,Riley County,Kansas,KS,West North Central,Midwest,KS-161
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Riley County,Kansas,KS,West North Central,Midwest,KS-161
1966-06-10,1966-06-10,DR,Tornado,Tornadoes & Severe Storms,0.0,Shawnee County,Kansas,KS,West North Central,Midwest,KS-177
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Shawnee County,Kansas,KS,West North Central,Midwest,KS-177
1967-04-25,1967-04-25,DR,Tornado,Tornadoes,0.0,Kane County,Illinois,IL,East North Central,Midwest,IL-089
1990-08-28,1990-08-28,DR,Tornado,Tornadoes,0.0,Kane County,Illinois,IL,East North Central,Midwest,IL-089
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,33.0,Kane County,Illinois,IL,East North Central,Midwest,IL-089
1967-04-25,1967-04-25,DR,Tornado,Tornadoes,0.0,LaSalle County,Illinois,IL,East North Central,Midwest,IL-099
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,33.0,LaSalle County,Illinois,IL,East North Central,Midwest,IL-099
2013-11-17,2013-11-17,DR,Tornado,"Severe Storms, Straight-Line Winds, And Tornadoes",0.0,LaSalle County,Illinois,IL,East North Central,Midwest,IL-099
1967-04-25,1967-04-25,DR,Tornado,Tornadoes,0.0,Will County,Illinois,IL,East North Central,Midwest,IL-197
1990-08-28,1990-08-28,DR,Tornado,Tornadoes,0.0,Will County,Illinois,IL,East North Central,Midwest,IL-197
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,33.0,Will County,Illinois,IL,East North Central,Midwest,IL-197
2013-11-17,2013-11-17,DR,Tornado,"Severe Storms, Straight-Line Winds, And Tornadoes",0.0,Will County,Illinois,IL,East North Central,Midwest,IL-197
1967-04-25,1967-04-25,DR,Tornado,Tornadoes,0.0,Winnebago County,Illinois,IL,East North Central,Midwest,IL-201
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,33.0,Winnebago County,Illinois,IL,East North Central,Midwest,IL-201
1967-04-25,1967-04-25,DR,Tornado,Tornadoes,0.0,Cook County,Illinois,IL,East North Central,Midwest,IL-031
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,33.0,Cook County,Illinois,IL,East North Central,Midwest,IL-031
1967-04-25,1967-04-25,DR,Tornado,Tornadoes,0.0,Boone County,Illinois,IL,East North Central,Midwest,IL-007
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,33.0,Boone County,Illinois,IL,East North Central,Midwest,IL-007
1967-04-25,1967-04-25,DR,Tornado,Tornadoes,0.0,DuPage County,Illinois,IL,East North Central,Midwest,IL-043
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,33.0,DuPage County,Illinois,IL,East North Central,Midwest,IL-043
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Finney County,Kansas,KS,West North Central,Midwest,KS-055
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Finney County,Kansas,KS,West North Central,Midwest,KS-055
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Miami County,Kansas,KS,West North Central,Midwest,KS-121
1969-07-15,1969-07-15,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Miami County,Kansas,KS,West North Central,Midwest,KS-121
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Miami County,Kansas,KS,West North Central,Midwest,KS-121
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Anderson County,Kansas,KS,West North Central,Midwest,KS-003
1969-07-15,1969-07-15,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Anderson County,Kansas,KS,West North Central,Midwest,KS-003
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Anderson County,Kansas,KS,West North Central,Midwest,KS-003
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Harper County,Kansas,KS,West North Central,Midwest,KS-077
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Harper County,Kansas,KS,West North Central,Midwest,KS-077
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Nemaha County,Kansas,KS,West North Central,Midwest,KS-131
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Nemaha County,Kansas,KS,West North Central,Midwest,KS-131
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Franklin County,Kansas,KS,West North Central,Midwest,KS-059
1969-07-15,1969-07-15,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Franklin County,Kansas,KS,West North Central,Midwest,KS-059
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Franklin County,Kansas,KS,West North Central,Midwest,KS-059
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Mitchell County,Kansas,KS,West North Central,Midwest,KS-123
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Mitchell County,Kansas,KS,West North Central,Midwest,KS-123
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Chase County,Kansas,KS,West North Central,Midwest,KS-017
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Chase County,Kansas,KS,West North Central,Midwest,KS-017
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Jefferson County,Kansas,KS,West North Central,Midwest,KS-087
1991-04-26,1991-05-19,DR,Tornado,Severe Storms & Tornadoes,23.0,Jefferson County,Kansas,KS,West North Central,Midwest,KS-087
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Jefferson County,Kansas,KS,West North Central,Midwest,KS-087
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Osage County,Kansas,KS,West North Central,Midwest,KS-139
1969-07-15,1969-07-15,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Osage County,Kansas,KS,West North Central,Midwest,KS-139
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Osage County,Kansas,KS,West North Central,Midwest,KS-139
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Atchison County,Kansas,KS,West North Central,Midwest,KS-005
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Atchison County,Kansas,KS,West North Central,Midwest,KS-005
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Jackson County,Kansas,KS,West North Central,Midwest,KS-085
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Jackson County,Kansas,KS,West North Central,Midwest,KS-085
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Ness County,Kansas,KS,West North Central,Midwest,KS-135
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Ness County,Kansas,KS,West North Central,Midwest,KS-135
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Cloud County,Kansas,KS,West North Central,Midwest,KS-029
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Cloud County,Kansas,KS,West North Central,Midwest,KS-029
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Pottawatomie County,Kansas,KS,West North Central,Midwest,KS-149
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Pottawatomie County,Kansas,KS,West North Central,Midwest,KS-149
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Kingman County,Kansas,KS,West North Central,Midwest,KS-095
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Kingman County,Kansas,KS,West North Central,Midwest,KS-095
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Coffey County,Kansas,KS,West North Central,Midwest,KS-031
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Coffey County,Kansas,KS,West North Central,Midwest,KS-031
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Leavenworth County,Kansas,KS,West North Central,Midwest,KS-103
1969-07-15,1969-07-15,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Leavenworth County,Kansas,KS,West North Central,Midwest,KS-103
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Leavenworth County,Kansas,KS,West North Central,Midwest,KS-103
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Republic County,Kansas,KS,West North Central,Midwest,KS-157
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Republic County,Kansas,KS,West North Central,Midwest,KS-157
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Doniphan County,Kansas,KS,West North Central,Midwest,KS-043
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Doniphan County,Kansas,KS,West North Central,Midwest,KS-043
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Lyon County,Kansas,KS,West North Central,Midwest,KS-111
1969-07-15,1969-07-15,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Lyon County,Kansas,KS,West North Central,Midwest,KS-111
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Lyon County,Kansas,KS,West North Central,Midwest,KS-111
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Washington County,Kansas,KS,West North Central,Midwest,KS-201
1991-04-26,1991-05-19,DR,Tornado,Severe Storms & Tornadoes,23.0,Washington County,Kansas,KS,West North Central,Midwest,KS-201
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Washington County,Kansas,KS,West North Central,Midwest,KS-201
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Crawford County,Kansas,KS,West North Central,Midwest,KS-037
1969-07-15,1969-07-15,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Crawford County,Kansas,KS,West North Central,Midwest,KS-037
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Crawford County,Kansas,KS,West North Central,Midwest,KS-037
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Linn County,Kansas,KS,West North Central,Midwest,KS-107
1969-07-15,1969-07-15,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Linn County,Kansas,KS,West North Central,Midwest,KS-107
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Linn County,Kansas,KS,West North Central,Midwest,KS-107
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Wabaunsee County,Kansas,KS,West North Central,Midwest,KS-197
1991-04-26,1991-05-19,DR,Tornado,Severe Storms & Tornadoes,23.0,Wabaunsee County,Kansas,KS,West North Central,Midwest,KS-197
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Wabaunsee County,Kansas,KS,West North Central,Midwest,KS-197
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Douglas County,Kansas,KS,West North Central,Midwest,KS-045
1969-07-15,1969-07-15,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Douglas County,Kansas,KS,West North Central,Midwest,KS-045
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Douglas County,Kansas,KS,West North Central,Midwest,KS-045
1967-07-18,1967-07-18,DR,Tornado,"Tornadoes, Severe Storms & Flooding",0.0,Marion County,Kansas,KS,West North Central,Midwest,KS-115
2005-09-01,2005-10-01,EM,Hurricane,Hurricane Katrina Evacuation,30.0,Marion County,Kansas,KS,West North Central,Midwest,KS-115
1967-08-30,1967-08-30,DR,Fire,Forest Fires,0.0,Benewah County,Idaho,ID,Mountain,West,ID-009
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina,33.0,Benewah County,Idaho,ID,Mountain,West,ID-009
1967-08-30,1967-08-30,DR,Fire,Forest Fires,0.0,Boundary County,Idaho,ID,Mountain,West,ID-021
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina,33.0,Boundary County,Idaho,ID,Mountain,West,ID-021
1967-08-30,1967-08-30,DR,Fire,Forest Fires,0.0,Bonner County,Idaho,ID,Mountain,West,ID-017
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina,33.0,Bonner County,Idaho,ID,Mountain,West,ID-017
1967-08-30,1967-08-30,DR,Fire,Forest Fires,0.0,Idaho County,Idaho,ID,Mountain,West,ID-049
2000-07-27,2000-09-26,DR,Fire,Wildfires,61.0,Idaho County,Idaho,ID,Mountain,West,ID-049
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina,33.0,Idaho County,Idaho,ID,Mountain,West,ID-049
2007-08-30,2007-09-21,FM,Fire,East Zone Fire Complex,22.0,Idaho County,Idaho,ID,Mountain,West,ID-049
1967-08-30,1967-08-30,DR,Fire,Forest Fires,0.0,Clearwater County,Idaho,ID,Mountain,West,ID-035
2000-07-27,2000-09-26,DR,Fire,Wildfires,61.0,Clearwater County,Idaho,ID,Mountain,West,ID-035
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina,33.0,Clearwater County,Idaho,ID,Mountain,West,ID-035
1967-08-30,1967-08-30,DR,Fire,Forest Fires,0.0,Kootenai County,Idaho,ID,Mountain,West,ID-055
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina,33.0,Kootenai County,Idaho,ID,Mountain,West,ID-055
1967-08-30,1967-08-30,DR,Fire,Forest Fires,0.0,Latah County,Idaho,ID,Mountain,West,ID-057
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina,33.0,Latah County,Idaho,ID,Mountain,West,ID-057
1967-08-30,1967-08-30,DR,Fire,Forest Fires,0.0,Nez Perce County,Idaho,ID,Mountain,West,ID-069
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina,33.0,Nez Perce County,Idaho,ID,Mountain,West,ID-069
1967-08-30,1967-08-30,DR,Fire,Forest Fires,0.0,Lewis County,Idaho,ID,Mountain,West,ID-061
2000-07-27,2000-09-26,DR,Fire,Wildfires,61.0,Lewis County,Idaho,ID,Mountain,West,ID-061
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina,33.0,Lewis County,Idaho,ID,Mountain,West,ID-061
1967-08-30,1967-08-30,DR,Fire,Forest Fires,0.0,Shoshone County,Idaho,ID,Mountain,West,ID-079
2005-08-29,2005-10-01,EM,Hurricane,Hurricane Katrina,33.0,Shoshone County,Idaho,ID,Mountain,West,ID-079
